date,header,rating,aircraft,type_of_traveller,seat_type,route,date_flown,seat_comfort,cabin_staff_service,food_&_beverages,ground_service,wifi_&_connectivity,value_for_money,recommended,inflight_entertainment,verified_status,review_content,textblob_sentiment,vader_sentiment,rating_sentiment,year,departure,departure_country,arrival,arrival_country,via,is_domestic
2023-02-18,"They are a disgrace""",2,Not informed,Solo Leisure,Premium Economy,Auckland to Los Angeles,February 2023,4.0,4.0,2.0,4.0,2.0,1.0,False,3.0,True,"I flew to the US on the 1st of February and my return flight was booked for the 14th of February. Unfortunately my return flight was cancelled due to Cyclone Gabrielle. The first flight I was able to rebook on was the 20th of February, which means I am stuck in LA with no extra spending money and have had to book another 6 nights accommodation via a credit card. I lost the seat I had booked for my return flight (an Air NZ policy?) and have now been waiting on the phone for 3&1/2 hrs (and still waiting) to book a seat. I am unable to do this online for some stupid reason. I realise Air NZ were not responsible for the cyclone but they are responsible for providing their customers with actual customer service. They should so embarrassed about their shoddy dealing with this emergency. Don’t fly Air NZ. They are a disgrace.",Negative,Negative,Negative,2023,auckland,NZ,los angeles,US,,False
2023-02-16,no response from Air New Zealand,1,Not informed,Family Leisure,Business Class,Los Angeles to Auckland,February 2023,1.0,1.0,1.0,1.0,1.0,1.0,False,1.0,False,"We should leave at 14 February at Los Angeles, flight is cancelled, but now a day later we are still in Los Angeles and no response from Air New Zealand only one text message at 08.55 pm, with message that plane is leaving at 08.55 pm on the same day.",Positive,Negative,Negative,2023,los angeles,US,auckland,NZ,,False
2023-02-15,the most unpleasant experience,1,Not informed,Family Leisure,Economy Class,London Heathrow to Auckland via Los Angeles,January 2023,1.0,1.0,2.0,1.0,1.0,1.0,False,2.0,True,"Avoid this airline at all costs. There is not one positive thing that I can say about Air New Zealand. Customer Service never answer the telephone. I made numerous calls to try and pre-book sports equipment and vegetarian meals, but all went unanswered. In the end a kind gentleman at Lufthansa (our main carrier) did this for me. I flew economy fair enough, but assumed I would at least get a seat to sit in. Sadly no, the passenger sitting next to me was very large and the seats very small, he put up the arm rest and occupied half of my seat plus all of his own throughout the entire flight. It was without doubt the most unpleasant experience I have ever endured on an aircraft. I discreetly complained to the cabin crew and asked to be moved, however they just laughed, told me the flight was full and studiously ignored me for the rest of the flight. Finally to cap it all our flight was diverted from Auckland to Christchurch due to flooding at Auckland. Here we were abandoned by Air New Zealand, but only after they announced that there was no accommodation available in Christchurch and there would be no flights back to Auckland for at least two days. We made our own way to Auckland (a bit of a road/sea/road/flight adventure) arriving 30hrs later. Obviously it is not possible to get help or complain to Air New Zealand by telephone because they never answer the phone. I did however email my complaints and surprisingly received a relatively quick response asking for all the information a second time. Regarding the diverted flight I await their decision as to whether they will refund the costs I incurred. Regarding the seating arrangements they simply said that they were sorry and that there is nothing they can do when situations such as this arise. Well perhaps they should not seek to maximise profits by reducing seat size (yes I did measure the seats and Lufthansa’s were bigger!) and expecting your average size adult to accept half a seat instead of a whole one. Choose another airline!",Positive,Negative,Negative,2023,london heathrow,,auckland,NZ,Los Angeles,False
2023-02-14,pure disaster to Lounge,2,Not informed,Solo Leisure,Business Class,Auckland to Melbourne,February 2023,-1.0,-1.0,-1.0,1.0,-1.0,3.0,True,-1.0,True,"Check in and service at the airport pure disaster to Lounge. Almost no staff, 2 counters only for premium check in. Pure chaos and no staff Staff prefer to hug known passengers and chat with them. Premium looks different. Check in und Service am Flughafen reine Katastrophe bis Louge. Fast kein Personal, 2 Schalter nur für Premium Check in. Chaos pur und kein Personal Personal umarmt lieber bekannte Passagiere und quatscht mit denen. Premium sieht anders aus.",Positive,Negative,Negative,2023,auckland,NZ,melbourne,AU,,False
2023-02-12,We had a great flight,9,Boeing 787,Family Leisure,Premium Economy,Auckland to Melbourne,February 2023,5.0,5.0,5.0,5.0,5.0,4.0,True,3.0,True,We had a great flight with air new Zealand. Easy check in online and selecting seats. The flight was slightly late departing due to cyclone Gabrielle coming in. The cabin was clean and crew were really welcoming and efficient. The seat was comfy for me (5 ft 4inches) and with the foot rest up I was able to nap. The food was from part of the business class menu and was tasty and a good size serving. Slight negative was entertainment as not a large new movie selection but the flight was only 3.5 hours. Happy to recommend.,Positive,Positive,Positive,2023,auckland,NZ,melbourne,AU,,False
2023-02-11,not book with this airline in the future,1,Not informed,Couple Leisure,Economy Class,Wellington to Christchurch,February 2023,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,False,-1.0,False,"I had booked a flight for my husband and me for a flight from Wellington to Christchurch on February 13, 2013. Unfortunately, my American Airlines flight from Dallas to Auckland on February 1 was cancelled due to an ice storm in Dallas. American Airlines could not get me a new flight arriving in Auckland until February 14 at the earliest, so I had to cancel my entire trip to New Zealand. I spoke to an Air New Zealand customer service agent (after being on hold for 2 hours.) I explained the situation. The agent checked with her supervisor and relayed to me the bad news that I would not get a refund (tickets cost $170). I was told I could change the flight dates with a change flight fee of $64.72 for the two tickets, but I had to pick now the new fly date. Furthermore, she said I couldn't book past January 2024. (I plan to rebook my flight to New Zealand for February 2024.) So if I booked 2 tickets for some random date in January, then changed them when I finalized my travel dates for February 2024, I would have to pay a flight change fee again of $64.72. Given that my international flight was cancelled due to weather which was beyond my control, it seems reasonable that my fare would be refunded, or at least that I be given a travel voucher to use in the future.  I will not book with this airline in the future.",Negative,Negative,Negative,2023,wellington,NZ,christchurch,NZ,,True
2023-02-02,friendliness of the crew,10,Boeing 777-300,Solo Leisure,Premium Economy,Auckland to Singapore,January 2023,5.0,5.0,5.0,5.0,3.0,4.0,True,3.0,True,"This was a code share with Singapore Airlines from Paris to Auckland and on the return Auckland to Singapore leg SIA booked me on Air NZ. After flying 2 legs in Singapore Airlines premium economy the Air NZ seating was vastly superior, both comfort and space. Same 2-4-2 seating but in each row of middle four there was one seat empty so the configuration in the middle was actually 1-2. After reading so much bad press about Air NZ it was a surprise that the cabin crew made a huge effort to walk around the premium economy cabin and introduce themselves to each passenger by name, there was also a hot towel. But what made the Air NZ premium product vastly superior was the friendliness of the crew, they made an effort to replenish drinks and chat to customers and provided excellent service! Now the management of Air NZ need to catch up with their crew and improve their EU website which is a disaster, I actually tried to book this trip on AIR NZ but the website was useless.",Positive,Positive,Positive,2023,auckland,NZ,singapore,SG,,False
2023-02-02,was very impressed,9,Not informed,Solo Leisure,Economy Class,Christchurch to Sydney,February 2023,4.0,4.0,5.0,4.0,4.0,5.0,True,5.0,True,"Very good entertainment screens. Tasty food even though it was a short flight. Good space seats, did have escape row. Had a very good flight, was very impressed.",Positive,Positive,Positive,2023,christchurch,NZ,sydney,AU,,False
2023-01-22,fallen far from acceptable standards,2,Not informed,Solo Leisure,Business Class,Auckland to Sydney,January 2023,2.0,2.0,2.0,1.0,4.0,1.0,False,1.0,True,"Air New Zealand The Air New Zealand experience used to be one of the best in the world. Sadly it has fallen off so far, one has to question the upper management decisions. The premium check in at Auckland airport is horrible. Escape the chaos of the normal checkin to be bundled into the chaos of the premium check-in. Just the same do it yourself experience in a small room. The business premier seats now just feel old and poorly thought out. I don't want to directly face every single person boarding the plane. For some stupid reason face away from the window and directly at your fellow passengers. They have a distinct lack of privacy. The seat and cracks were dirty and dusty, it didn't appear to have been cleaned in quite some time, including previous passengers earbuds sitting clearly visible. As I write this onboard I can see fingerprint smears on the seat across from me. Nothing has been wiped down. I did bring this to the attention of the attendant, who did take the feedback and assured would pass it on with thanks. The food was just average. The movie & entertainment selection was pitiful, clearly lacking choice. Further to this anyone who has had to contact and deal with Air new Zealands contact centre in the past year probably understands how dreadful it is. Expect multiple hour wait times just to speak to someone if calling from abroad. I don't know if anyone from Air New Zealand reads this or cares. But if you do - you have fallen far from acceptable standards. It feels as if you no longer care and it shows. Poor. Zero wow factor. Fly someone else when possible.",Negative,Negative,Negative,2023,auckland,NZ,sydney,AU,,False
2023-01-20,2crew were friendly and attentive,9,Not informed,Couple Leisure,Business Class,Auckland to Hong Kong,January 2023,5.0,5.0,4.0,4.0,-1.0,4.0,True,-1.0,False,"The business class experience with Air New Zealand is excellent. The cabin crew were friendly and attentive and nothing was too much trouble for them. The drinks were served well and more was offered, the food was OK, though not brilliant, and the lie flat beds (a mystery to set up, but the crew did it for us) were extremely comfortable. The stand out for us was the excellent customer service on the flight. However, we would not fly the route via Hong Kong again as the code share arrangement with Cathay makes it very difficult to pre-book seats and Air New Zealand customer service on the ground is non existent. A recorded message telling you that there is a three hour queue for the phone to be answered is unacceptable. We tried email and got an answer two weeks later telling us to phone. Ridiculous! We finally solved it by emailing the Air NZ office in Hong Kong and got an almost instant and helpful answer. If they can do it there, why not for UK customers?",Positive,Positive,Positive,2023,auckland,NZ,hong kong,HK,,False
2023-01-18,first flight got delayed,1,Not informed,Couple Leisure,Economy Class,Tauranga to Auckland via Dunedin,November 2022,3.0,3.0,-1.0,1.0,-1.0,1.0,False,-1.0,True,"Our first flight got delayed so much we couldn't make our second flight. We got stuck in Auckland and told to arrange our own accommodation, transport and food. This was because they didn't have the capacity to arrange accommodation for us. We were told in an email we would be reimbursed in 6-8 weeks. 8 weeks later, still no reimbursement. Getting a hotel near the airport was not a small amount of money for us.",Positive,Negative,Negative,2023,tauranga,NZ,auckland,NZ,Dunedin,True
2023-01-17,Disgusting customer service,1,Not informed,Solo Leisure,Economy Class,Whangarei to Auckland via Christchurch,January 2023,1.0,1.0,1.0,1.0,1.0,1.0,False,1.0,False,"Disgusting customer service, if they have any at all. They canceled my second flight and left me with a 6 hour layover and this meant I would miss my event. I tried to call them about it and waited over 4.5 hours on hold, until I eventually gave up. I emailed them and received a reply that it would take 15 to 20 business days for them to answer! If you can, fly with anyone else other than them.",Negative,Negative,Negative,2023,whangarei,NZ,auckland,NZ,Christchurch,True
2023-01-16,cheapest and stingiest airline,2,A320,Solo Leisure,Economy Class,Brisbane to Auckland,January 2023,3.0,2.0,1.0,1.0,1.0,1.0,False,1.0,True,"Air New Zealand the cheapest and stingiest airline in the world. On silver tier I have two complimentary lounge passes to use on this flight before I get upgraded to Gold tier. The app shows two lounge passes, but would not load the QR code for the lounge pass via the app. And because of this the lounge staff wouldn’t let me through because she couldn’t scan the code. Air New Zealand you benefitted off charging me 2k a return flight from Auckland to Brisbane on your variable fares and demand pricing schemes.",Positive,Positive,Negative,2023,brisbane,AU,auckland,NZ,,False
2023-01-15,charge premium prices but deliver a budget service,3,Not informed,Couple Leisure,Economy Class,Auckland to Hong Kong,January 2023,2.0,1.0,1.0,3.0,-1.0,1.0,False,3.0,True,"We took two different carriers on our flight to and from New Zealand so it was easy to compare and contrast the difference between air New Zealand and Cathay Pacific. The food on Air New Zealand was really poor with no variations across their meals and really unpalatable. They offered no vegetarian options - as we couldn't pre-book our meal due to booking originally with a different carrier this was a problem we explained but we were met with a pretty unhelpful server. The entertainment options are limited, the main service person (chief customer service officer or something like that) was really unfriendly and unhelpful and spoke with robotic replies and really like constantly telling you what to do over the microphone. They charge premium prices but they deliver a budget service and budget food leading to a bad experience all round. Cathay Pacific are far better and treat you like a human.",Positive,Positive,Negative,2023,auckland,NZ,hong kong,HK,,False
2023-01-09,Air NZ is really starting to slip,2,Not informed,Solo Leisure,Premium Economy,Melbourne to Christchurch,December 2022,4.0,4.0,1.0,1.0,4.0,1.0,False,3.0,True,"I booked flights from Melbourne to Christchurch on 23rd December 2022. The flight was a fully flexible ""The Works"" ticket with insurance for a short 3 hour flight cost me in excess of 1200 dollars AUD. As a Kiwi returning home for Christmas, I decided to take Air New Zealand after the last international experience I had with them went sour but thinking maybe it was a one-off and to give them another go. I majorly regret giving them the benefit of the doubt. Firstly our flight was cancelled for ""operational reasons"". When the customers quizzed the ground staff they outright lied to us and said a weather event had forced the flight to be cancelled (What they didn't count on was one of the passengers being a travel agent who quickly called the girls at their contact centre and found out they lied). Absolutely no coordination from the ground crew, just told to stand by until the Air NZ contact centre rebooked us or go back to our hotels etc. I had just driven 3 days from Alice Springs across Australia to essentially be lied to and then told to go away. Most of us were rebooked for flights around half an hour later well after Christmas, some not getting home until as late as New Years Eve on rebookings. Widespread disappointment and they frankly did an awful job managing the fallout, especially for an Air NZ crew. Spoke to the travel agent passenger and she had cleverly managed to get herself onto a diversion flight to the Gold Coast before connecting with another Air NZ flight to NZ just in time for Christmas. All at no additional cost as per their legal requirements to make alternative plans for you if fair and reasonable etc. I call the call centre to try to make this arrangement also (given The Works ticket I have), get told that they can do this but I have to PAY for myself to get to the Gold Coast. I confront the staff on the front desk at the airport about this and they sheepishly ignore me, I confirm with the travel agent passenger again if she had to pay and was I entitled to do so like her? She confirms no she didn't have to pay and yes I was entitled to this. I put the questions to them assertively and they attempt to objection handle me (I seriously hate when customer service reps treat customers like their heads are filled with rocks). I speak to a woman from SwissPort who is standing next to them watching all this going on and she very kindly intervenes, confirms what I've been told by the travel agent passenger is the truth, gets me onto a Virgin flight within a matter of less than 60 seconds and the Air NZ crew sheepishly pretend they didn't just shaft me and that someone else from a different organisation actually fixed the issue. Pathetic. But I find a last-minute airport motel room and call it a day. The next day, I head to the Gold Coast. When I land, my bags go missing despite them supposed to be transferred through and waiting with Air NZ for loading. Fortunately, a kind soul from Air NZ actually assisted me with this but arguably it shouldn't happen. Lastly, while the cabin crew on the flight were very nice I got no hot meal. A minor thing by this point but missing bags, cancelled flights, no meal and an appalling response for a 1200 dollar ticket has confirmed what a few travelling Kiwi friends had warned. Air NZ is really starting to slip and its embarrassing.",Positive,Negative,Negative,2023,melbourne,AU,christchurch,NZ,,False
2023-01-09,Disappointed by inconvenience,3,Not informed,Couple Leisure,Economy Class,Hokitika to Queenstown via Christchurch,January 2023,3.0,1.0,2.0,1.0,2.0,1.0,False,2.0,True,"As tourists, and having travelled lot of other places in New Zelaand and the whole of Australia, cant help hut compare them with other airlines. We found the staff to be rude on two accounts. While we were waiting in the line, she preferred to assist the one behind us giving them priority. As a tourist from another country, you always feel unwelcomed by such acts and suspects about differential treatment becomes evident. In general, people in NZ and Aus are awesome and very welcoming but this incident really shook my opinion about Air New Zealand and its hospitality. When we put our bags, she charges NZD 20 for an additional 300 gms which was actually balances by lower weight of the other bag but the disappointment cane from she not being helpful in finding a solution. I would say Air New Zealand does not depict the true hospitality and warmth of Kiwis as in general Kiwis are great people. Disappointed by inconvenience, we did not complain but paid additional charges as a tourist would do in another country for peaceful trip further.",Positive,Negative,Negative,2023,hokitika,,queenstown,NZ,Christchurch,False
2023-01-07,a very disappointing experience,5,Not informed,Solo Leisure,Economy Class,Auckland to Tokyo,January 2023,3.0,3.0,2.0,1.0,-1.0,3.0,False,2.0,True,"I booked the ticket with Air New Zealand using my miles with Air Canada. It was a direct flight from Auckland to Tokyo. Overall, it was a very disappointing experience. The ground staff I encountered was unfriendly and unhelpful to say the least. The ground staff member did not listen to my answers, so I had to repeat my final destination three times. Then she kept asking me for the Japanese resident card although I told her twice that I was a Japanese citizen travelling with a Japanese passport, which she was already holding. I asked for an aisle seat, and she never responded to my request. I was assigned seat 63K, a window seat in the last row of the plane. That caused inconvenience not just for me, but for the family who was sitting next to me and travelling with young children. As I was at the airport three hours before the departure and there was no online check-in, I find it difficult to believe that there were no aisle seats available at the time of my check-in. I understand the planes can be full and not all customers' requests can be met, but that should be communicated. I still do not know whether the staff member who ""assisted"" with my check-in did not hear my request, was not able to fulfil it or simply chose to ignore it. I travel often and I have been through many airports and check-in counters. I rarely encountered staff that was as unfriendly and unhelpful as the staff that I encountered at the Air New Zealand encounter on January 6, 2023. In-flight service also needs improvement. The meals were basic and repetitive. Fudge brownie was served three times during the 10-hour flight? There was no amenity kit that is standard on most international flights. The movie selection was also poor. In addition, the crew did not seem to pay attention to the passengers. When drinks were served between the meals (which happened rarely), the crew seemed to notice only the passengers seating in the aisle seats. My general impression was that they did not seem to recognise that they were there to serve the customers. Compared to Asian airlines like ANA or Korean Air, Air New Zealand service leaves a lot to be desired. Considerable improvements are needed if Air New Zealand is to compete on the global stage. I would think twice before booking the ticket with them again.",Negative,Negative,Neutral,2023,auckland,NZ,tokyo,JP,,False
2022-12-26,literally impossible to contact ANZ,3,Not informed,Solo Leisure,Economy Class,Auckland to Seoul,December 2022,4.0,3.0,4.0,4.0,3.0,3.0,False,3.0,False,"I missed my return flight to NZ from Seoul to Auckland due to bad weather of my other flight (not connected) in Germany. I tried in every ways to contact Air NZ and put my every effort; however, there is literally impossible to contact Air NZ when you are in trouble - I waited phone on line - it took hours but no response; I emailed- no response even after more than a week. In contrast, I wanted to contact customer care of other airline (e.g. Qantas) for my need and was easily accessible and they responded to my needs. Regarding in flight service - on my way to Seoul, I requested a cabin crew to give me two glasses of water. I was surprised to see that he brought water holding the glasses putting his fingers soaking into the water and served it in a disrespected manner I had ever seen. I must say other cabin crew were helpful and respectful except that guy. I don't think Air NZ customer care is up to the standard and meets customer needs. I believe others have similar experience which is not good to build customer loyalty and to be competitive in the market.",Negative,Positive,Negative,2022,auckland,NZ,seoul,KR,,False
2022-12-22,needs better trained staff,1,Not informed,Solo Leisure,Economy Class,Hawaii to Melbourne,December 2022,1.0,1.0,1.0,1.0,-1.0,1.0,False,-1.0,False,"The worst airline in the whole world. Majority of the staff I work with are unprofessional, under trained, and rude as hell. They don’t even bother helping you when you need it and I had this problem on the way to Hawaii and on the way back home. Prior to my flight back home, I paid $120 to check in an extra bag. Got to the airport checked in. Only at the gate they told me that one of my bags wasn’t loaded onto the plane as I never paid for it. I showed them proof of payment and then only they loaded it. Why wasn’t this done at check in? Oh I know why - I was attended by a new employee who kept giving me death stares and talked as soft as a mouse, half my time wasted was me asking him to repeat himself. He also made me pay double money for my visa as he gave me the wrong information the first time. Seriously this airline needs better trained staff.",Negative,Negative,Negative,2022,hawaii,,melbourne,AU,,False
2022-12-22,frustrating experience of lost bags,1,Not informed,Family Leisure,Economy Class,San Francisco to Auckland,December 2022,1.0,1.0,1.0,1.0,1.0,1.0,False,1.0,False,"Our family has traveled with Air New Zealand for decades making many trips each year between the US and NZ. It has, in the past been our preferred airline. But dear god, what a complete debacle this last trip has been. From trying to make simple flight changes that took four phone calls and over 8 hours on hold to execute to the latest extremely frustrating experience of lost bags that didn't make the flight. 48 hours later, we are spending over 4/12 hours on hold to try locate, no representative has picked up yet.  Seriously poor job Air New Zealand with ridiculously expensive fares charged to boot. Service is worse than a third-world nation. Will we get our bag for Christmas - we hold zero hope we will receive any service or resolution.",Negative,Negative,Negative,2022,san francisco,US,auckland,NZ,,False
2022-12-19,a budget airline experience,1,A320 neo,Solo Leisure,Economy Class,Wellington to Sydney,December 2022,2.0,3.0,1.0,2.0,5.0,1.0,False,5.0,True,Unfortunately my experience was exactly as I’ve come to expect from our national carrier. Air New Zealand are operating a budget airline experience at full service prices. The seats on their “new” A320 neo’s are some of the poorest I’ve experienced in a full service carrier. The design of the seat backs feature a hard plastic curved back meaning anything you intend to store in the seat back pocket - forget about it. Tablets and laptops will bend or snap if you attempt to store them here. The seats also offer only a half seat that doesn’t come to the back of your knees even for very short people. The portion size for meals are smaller than the size of an iPhone 14 Pro Max (not an exaggeration) and meal choices were limited after the first 9 rows as they had run out. The cabin was not adequately cleaned as there was food on my armrest and rubbish / chewing gum in the seat pocket in front of me. To top it all off Air New Zealand damaged my luggage for the second time this year.,Positive,Negative,Negative,2022,wellington,NZ,sydney,AU,,False
2022-12-19,constant rescheduling and cancellations,1,Not informed,Family Leisure,Economy Class,New Plymouth to Christchurch,November 2022,2.0,5.0,3.0,3.0,1.0,1.0,False,3.0,True,"I have been very loyal to Air New Zealand for decades even though most of my flights would have issues/delays. But these delays and rescheduling have been beyond of the joke now and I will be making a point of flying with a different airline from now on and I recommend if you want quality service that you don't fly with Air New Zealand anymore. The problem with Air New Zealand is their attitude with their constant rescheduling and cancellations, they don't care. If I ran my business like Air New Zealand does I would be out of business as they don't care about the customer and the upheaval they create on each flight. Prime example is my last flight (and almost every flight) I finally get 3 days away from work to fly away and again a last minute cancellation which I had to rebook and we loss 1 day of our 3 day holiday ... this doesn't sound like a big deal but since lock downs this was our first weekend off and since I work 7 days a week this was a holiday I was really looking forward to it. Then on the way home another rescheduling by Air New Zealand. If you ring up to complain, expect over 1 hour (I gave up after 1 1/2hrs) on hold. I love supporting kiwi companies, but enough is enough and i recommend if you can book with another airline - unless you enjoy long waits in airports, losing room bookings, last minute scrambling to reschedule flights, car rentals and appointments. It is no longer worth the stress and effort, I am sure other airlines would give a damn about their customers as I know Air New Zealand doesn't.",Positive,Positive,Negative,2022,new plymouth,NZ,christchurch,NZ,,True
2022-12-18,flight cancelled without notice,4,Not informed,Couple Leisure,Economy Class,Albuquerque to Tauranga,December 2022,3.0,4.0,4.0,3.0,-1.0,1.0,False,4.0,True,Original flight cancelled without notice. Can’t manage booking online and four hour hold on telephone. I have flown with them several times in the past but won’t do so again!,Positive,Negative,Neutral,2022,albuquerque,US,tauranga,NZ,,False
2022-12-16,Staff didn't seem to care,1,Not informed,Couple Leisure,Economy Class,Auckland to Brisbane,November 2022,1.0,3.0,1.0,1.0,4.0,1.0,False,2.0,False,"Staff didn't seem to care. The plane was dirty, everything is self serve, no one to help. I was served a mince and cheese pie as a meal. Seriously this is no longer my national airline, I'm more ashamed of them using the name of New Zealand. Staff still seem to have that elite mantra that they no longer deserve.",Negative,Negative,Negative,2022,auckland,NZ,brisbane,AU,,False
2022-12-14,Very disappointed with Air New Zealand,5,Boeing 777-300,Solo Leisure,Business Class,Auckland to Singapore,December 2022,3.0,3.0,2.0,4.0,3.0,2.0,False,2.0,True,"Very disappointed with Air New Zealand. I’ll avoid flying with Air New Zealand if I can in the future. On both occasions this year it has departed late, 45mins when flying to US and 0ne hour this time flying to Asia which made me miss a connection in the US and recently bags did not arrive at final destination due to late arrival for connecting flight. Barely had 30mins to run to connecting terminal. Also running out of food in Biz class is a first. On the occasion I’ve flown biz class with other airlines I’ve never experienced this. Portions were very small and I’m a small eater. Barely had any service for snacks in between meals So was quite hungry. Service wasn’t impressive by comparison to other airlines. I think Air New Zealand can do better and spend $ on improving service plus departing on time rather than fancy adverts.",Negative,Negative,Neutral,2022,auckland,NZ,singapore,SG,,False
2022-12-10,cancel and reschedule,1,Not informed,Couple Leisure,Economy Class,Brisbane to Auckland,November 2022,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,False,-1.0,False,"Air New Zealand cancel and reschedule flights without informing customers. I booked a flight Brisbane to Dunedin via Christchurch to arrive one day before embarking an Antarctic cruise. I made the reservation several months ago but only today found out the Brisbane to Christchurch first leg of the trip had been rescheduled to two hours later meaning it didn't arrive in Christchurch until after the departure time of my second leg to Dunedin Air New Zealand didn't bother to reschedule the second leg or to inform me of the change. I have spent all day on the phone to Air NZ who tell me it is not compact policy to inform customers of changes to their reservations. With flights now booked up for next week I am having to fly on Sunday in order to arrive in Dunedin in time for my afternoon cruise departure. Two extra nights hotel and sustenance, and not so much as an apology from Air NZ. If you are mad enough to make a reservation with these folks make sure you check your reservation on a daily basis. They could change it anytime they like and you would not be informed",Positive,Positive,Negative,2022,brisbane,AU,auckland,NZ,,False
2022-12-08,be careful with the workers at Nukualofa,2,Not informed,Couple Leisure,Economy Class,Nukualofa to Auckland,November 2022,1.0,1.0,1.0,1.0,1.0,1.0,False,1.0,True,You have to be careful with the workers at Nukualofa airport. It seems that they are either ignorant about how to proceed with the boarding or they want to take your money leaving you on the ground and forcing you to buy another ticket without any reason that they can explain. The next day they let us fly without any problem with the same Spanish passports and the same authorisation to enter New Zealand.,Positive,Positive,Negative,2022,nukualofa,,auckland,NZ,,False
2022-12-08,very stressful situation,1,Not informed,Couple Leisure,Economy Class,Singapore to Auckland,December 2022,1.0,1.0,1.0,1.0,1.0,1.0,False,1.0,True,"Air New Zealand delayed their flight by 10 hours because staff resting requirements. They sent us an update 12 hours before the flight. We were in Singapore so checked out and went to an airport to talk to someone as we would miss all connecting flights and picking up our fur baby on time where she couldn't stay another night. There was no onefrom Air NZ at singapore Airport, the info center said use their help line. The wait time was 4 hours, by the time we rang them we had 1.5 hours left before the flight we could have re booked. By the time they picked up it was 4 hours later, very stressful situation. We were stuck in an international Airport with no one to talk to except stay on gold 4 hours hoping someone would pick up. You should be ashamed",Positive,Negative,Negative,2022,singapore,SG,auckland,NZ,,False
2022-12-04,an average experience all round,3,A320 Neo,Business,Economy Class,Auckland to Hobart,December 2022,2.0,2.0,2.0,1.0,5.0,2.0,False,3.0,True,"Air NZ have been disappointing for some time now. I am one of their premium customers and where possible try not to fly Air NZ, unfortunately they are our national carrier and key option when travelling NZ and overseas. The service, consistency of service and lack of quality business class is disappointing. Hope they get their act together but glad plenty of competition on USA routes has come! Air NZ is overpriced and an average experience all round!",Negative,Positive,Negative,2022,auckland,NZ,hobart,AU,,False
2022-12-04,the food was outstanding,10,A320,Family Leisure,Economy Class,Melbourne to Wellington,December 2022,5.0,5.0,5.0,5.0,-1.0,5.0,True,4.0,False,"Service was typically Kiwi which was extremely friendly and never fails to deliver, every staff interaction was great and the food was outstanding. The only problem that the FREE wifi wasn't working but has worked well in the past so I think this was an outlier but did not detract from the flight.",Positive,Positive,Positive,2022,melbourne,AU,wellington,NZ,,False
2022-12-02,Air NZ was a huge let down,2,Not informed,Couple Leisure,Economy Class,Auckland to Hong Kong,December 2022,3.0,1.0,3.0,1.0,1.0,1.0,False,4.0,False,"After 3 years of covid, I finally took a trip overseas. Unfortunately Air NZ was a huge let down and I'll probably avoid flying with them again. Here's why: Check in for 300+ passengers was run by 3 staff so our flight boarding was over an hour late (flight delayed 1.5h). On flight service was below average - took 2.5h for the first meal to arrive, no service in-between meals, and staff were standoffish even though I was extremely polite and patient. Second drinks and snacks were unavailable to be ordered. The air hostess told us that the attendants were busy due to ""turbulence"". We experienced no turbulence through the entire flight. Another air hostess told us we could order food through the screen, but this option told us that the kitchen was unavailable through the entire 9 hour flight. The meal portions were smaller than I remember. Considering the increased prices of tickets, this was quite disappointing. I'd rather try a different airline than ever fly here again Sorry NZ. You've lost a kiwi for life.",Negative,Negative,Negative,2022,auckland,NZ,hong kong,HK,,False
2022-11-30,What has happened to Air New Zealand,3,A321 NEO,Solo Leisure,Economy Class,Sydney to Auckland,November 2022,2.0,2.0,1.0,4.0,-1.0,1.0,False,2.0,False,"On 8th November I travelled Sydney to Auckland, Flight NZ102 having paid more for The Works meaning I would receive a meal. It was appalling. Please bear in mind that this class of ticket is considerably more than just Economy. There were three choices, all rather pathetic and chose what I considered to be the best of the three. Salmon with pasta and courgette. Sounds fine but what was served was a small hand palm size portion of pasta with a few peas and sweet corn scattered through the minuscule amount of sauce. It was dry and unpalatable. On this all economy flight the toilet at the front of the cabin next to the flight deck is extremely small and the seat only just reclined slightly. My return flight on NZ 107 22nd November, Auckland to Sydney was quite delayed. Not the airline's fault but no food or beverage voucher offered. This time I was also The Works. Thought it could not possibly be as bad as the previous flight. I was wrong. This time decided to choose meat pie. Atrocious soggy pie complete with gristle in a paper wrapping and impossible to eat with the wooden cutlery as it was not served in a container. I read the packet and was shocked to see that they are pre frozen. Thank goodness for the Kapiti ice cream! What has happened to Air New Zealand that they are cutting corners so much across the Tasman. I have been doing this journey for many years and it used to be a pleasure and something to look forward to. Why oh why is the airline jeopardising its good name?",Negative,Positive,Negative,2022,sydney,AU,auckland,NZ,,False
