date,header,rating,aircraft,type_of_traveller,seat_type,route,date_flown,seat_comfort,cabin_staff_service,food_&_beverages,ground_service,wifi_&_connectivity,value_for_money,recommended,inflight_entertainment,verified_status,review_content,textblob_sentiment,vader_sentiment,rating_sentiment,year,departure,departure_country,arrival,arrival_country,via,is_domestic
2023-02-11,not book with this airline in the future,1,,Couple Leisure,Economy Class,Wellington to Christchurch,February 2023,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,False,-1.0,False,not book with this airline in the future i had booked a flight for my husband and me for a flight from wellington to christchurch on february 13 2013 unfortunately my american airlines flight from dallas to auckland on february 1 was cancelled due to an ice storm in dallas american airlines could not get me a new flight arriving in auckland until february 14 at the earliest so i had to cancel my entire trip to new zealand i spoke to an air new zealand customer service agent after being on hold for 2 hours i explained the situation the agent checked with her supervisor and relayed to me the bad news that i would not get a refund tickets cost 170 i was told i could change the flight dates with a change flight fee of 6472 for the two tickets but i had to pick now the new fly date furthermore she said i couldnt book past january 2024 i plan to rebook my flight to new zealand for february 2024 so if i booked 2 tickets for some random date in january then changed them when i finalized my travel dates for february 2024 i would have to pay a flight change fee again of 6472 given that my international flight was cancelled due to weather which was beyond my control it seems reasonable that my fare would be refunded or at least that i be given a travel voucher to use in the future i will not book with this airline in the future,Negative,Negative,Negative,2023,wellington,NZ,christchurch,NZ,,True
2023-02-02,friendliness of the crew,10,Boeing 777-300,Solo Leisure,Premium Economy,Auckland to Singapore,January 2023,5.0,5.0,5.0,5.0,3.0,4.0,True,3.0,True,friendliness of the crew this was a code share with singapore airlines from paris to auckland and on the return auckland to singapore leg sia booked me on air nz after flying 2 legs in singapore airlines premium economy the air nz seating was vastly superior both comfort and space same 242 seating but in each row of middle four there was one seat empty so the configuration in the middle was actually 12 after reading so much bad press about air nz it was a surprise that the cabin crew made a huge effort to walk around the premium economy cabin and introduce themselves to each passenger by name there was also a hot towel but what made the air nz premium product vastly superior was the friendliness of the crew they made an effort to replenish drinks and chat to customers and provided excellent service now the management of air nz need to catch up with their crew and improve their eu website which is a disaster i actually tried to book this trip on air nz but the website was useless,Positive,Positive,Positive,2023,auckland,NZ,singapore,SG,,False
2023-02-02,was very impressed,9,,Solo Leisure,Economy Class,Christchurch to Sydney,February 2023,4.0,4.0,5.0,4.0,4.0,5.0,True,5.0,True,was very impressed very good entertainment screens tasty food even though it was a short flight good space seats did have escape row had a very good flight was very impressed,Positive,Positive,Positive,2023,christchurch,NZ,sydney,AU,,False
2023-01-22,fallen far from acceptable standards,2,,Solo Leisure,Business Class,Auckland to Sydney,January 2023,2.0,2.0,2.0,1.0,4.0,1.0,False,1.0,True,fallen far from acceptable standards air new zealand the air new zealand experience used to be one of the best in the world sadly it has fallen off so far one has to question the upper management decisions the premium check in at auckland airport is horrible escape the chaos of the normal checkin to be bundled into the chaos of the premium checkin just the same do it yourself experience in a small room the business premier seats now just feel old and poorly thought out i dont want to directly face every single person boarding the plane for some stupid reason face away from the window and directly at your fellow passengers they have a distinct lack of privacy the seat and cracks were dirty and dusty it didnt appear to have been cleaned in quite some time including previous passengers earbuds sitting clearly visible as i write this onboard i can see fingerprint smears on the seat across from me nothing has been wiped down i did bring this to the attention of the attendant who did take the feedback and assured would pass it on with thanks the food was just average the movie entertainment selection was pitiful clearly lacking choice further to this anyone who has had to contact and deal with air new zealands contact centre in the past year probably understands how dreadful it is expect multiple hour wait times just to speak to someone if calling from abroad i dont know if anyone from air new zealand reads this or cares but if you do you have fallen far from acceptable standards it feels as if you no longer care and it shows poor zero wow factor fly someone else when possible,Negative,Negative,Negative,2023,auckland,NZ,sydney,AU,,False
2023-01-20,2crew were friendly and attentive,9,,Couple Leisure,Business Class,Auckland to Hong Kong,January 2023,5.0,5.0,4.0,4.0,-1.0,4.0,True,-1.0,False,2crew were friendly and attentive the business class experience with air new zealand is excellent the cabin crew were friendly and attentive and nothing was too much trouble for them the drinks were served well and more was offered the food was ok though not brilliant and the lie flat beds a mystery to set up but the crew did it for us were extremely comfortable the stand out for us was the excellent customer service on the flight however we would not fly the route via hong kong again as the code share arrangement with cathay makes it very difficult to prebook seats and air new zealand customer service on the ground is non existent a recorded message telling you that there is a three hour queue for the phone to be answered is unacceptable we tried email and got an answer two weeks later telling us to phone ridiculous we finally solved it by emailing the air nz office in hong kong and got an almost instant and helpful answer if they can do it there why not for uk customers,Positive,Positive,Positive,2023,auckland,NZ,hong kong,HK,,False
2023-01-18,first flight got delayed,1,,Couple Leisure,Economy Class,Tauranga to Auckland via Dunedin,November 2022,3.0,3.0,-1.0,1.0,-1.0,1.0,False,-1.0,True,first flight got delayed our first flight got delayed so much we couldnt make our second flight we got stuck in auckland and told to arrange our own accommodation transport and food this was because they didnt have the capacity to arrange accommodation for us we were told in an email we would be reimbursed in 68 weeks 8 weeks later still no reimbursement getting a hotel near the airport was not a small amount of money for us,Positive,Negative,Negative,2023,tauranga,NZ,auckland,NZ,Dunedin,True
2023-01-17,Disgusting customer service,1,,Solo Leisure,Economy Class,Whangarei to Auckland via Christchurch,January 2023,1.0,1.0,1.0,1.0,1.0,1.0,False,1.0,False,disgusting customer service disgusting customer service if they have any at all they canceled my second flight and left me with a 6 hour layover and this meant i would miss my event i tried to call them about it and waited over 45 hours on hold until i eventually gave up i emailed them and received a reply that it would take 15 to 20 business days for them to answer if you can fly with anyone else other than them,Negative,Negative,Negative,2023,whangarei,NZ,auckland,NZ,Christchurch,True
2023-01-16,cheapest and stingiest airline,2,A320,Solo Leisure,Economy Class,Brisbane to Auckland,January 2023,3.0,2.0,1.0,1.0,1.0,1.0,False,1.0,True,cheapest and stingiest airline air new zealand the cheapest and stingiest airline in the world on silver tier i have two complimentary lounge passes to use on this flight before i get upgraded to gold tier the app shows two lounge passes but would not load the qr code for the lounge pass via the app and because of this the lounge staff wouldnt let me through because she couldnt scan the code air new zealand you benefitted off charging me 2k a return flight from auckland to brisbane on your variable fares and demand pricing schemes,Positive,Positive,Negative,2023,brisbane,AU,auckland,NZ,,False
2023-01-15,charge premium prices but deliver a budget service,3,,Couple Leisure,Economy Class,Auckland to Hong Kong,January 2023,2.0,1.0,1.0,3.0,-1.0,1.0,False,3.0,True,charge premium prices but deliver a budget service we took two different carriers on our flight to and from new zealand so it was easy to compare and contrast the difference between air new zealand and cathay pacific the food on air new zealand was really poor with no variations across their meals and really unpalatable they offered no vegetarian options as we couldnt prebook our meal due to booking originally with a different carrier this was a problem we explained but we were met with a pretty unhelpful server the entertainment options are limited the main service person chief customer service officer or something like that was really unfriendly and unhelpful and spoke with robotic replies and really like constantly telling you what to do over the microphone they charge premium prices but they deliver a budget service and budget food leading to a bad experience all round cathay pacific are far better and treat you like a human,Positive,Positive,Negative,2023,auckland,NZ,hong kong,HK,,False
2023-01-09,Air NZ is really starting to slip,2,,Solo Leisure,Premium Economy,Melbourne to Christchurch,December 2022,4.0,4.0,1.0,1.0,4.0,1.0,False,3.0,True,air nz is really starting to slip i booked flights from melbourne to christchurch on 23rd december 2022 the flight was a fully flexible the works ticket with insurance for a short 3 hour flight cost me in excess of 1200 dollars aud as a kiwi returning home for christmas i decided to take air new zealand after the last international experience i had with them went sour but thinking maybe it was a oneoff and to give them another go i majorly regret giving them the benefit of the doubt firstly our flight was cancelled for operational reasons when the customers quizzed the ground staff they outright lied to us and said a weather event had forced the flight to be cancelled what they didnt count on was one of the passengers being a travel agent who quickly called the girls at their contact centre and found out they lied absolutely no coordination from the ground crew just told to stand by until the air nz contact centre rebooked us or go back to our hotels etc i had just driven 3 days from alice springs across australia to essentially be lied to and then told to go away most of us were rebooked for flights around half an hour later well after christmas some not getting home until as late as new years eve on rebookings widespread disappointment and they frankly did an awful job managing the fallout especially for an air nz crew spoke to the travel agent passenger and she had cleverly managed to get herself onto a diversion flight to the gold coast before connecting with another air nz flight to nz just in time for christmas all at no additional cost as per their legal requirements to make alternative plans for you if fair and reasonable etc i call the call centre to try to make this arrangement also given the works ticket i have get told that they can do this but i have to pay for myself to get to the gold coast i confront the staff on the front desk at the airport about this and they sheepishly ignore me i confirm with the travel agent passenger again if she had to pay and was i entitled to do so like her she confirms no she didnt have to pay and yes i was entitled to this i put the questions to them assertively and they attempt to objection handle me i seriously hate when customer service reps treat customers like their heads are filled with rocks i speak to a woman from swissport who is standing next to them watching all this going on and she very kindly intervenes confirms what ive been told by the travel agent passenger is the truth gets me onto a virgin flight within a matter of less than 60 seconds and the air nz crew sheepishly pretend they didnt just shaft me and that someone else from a different organisation actually fixed the issue pathetic but i find a lastminute airport motel room and call it a day the next day i head to the gold coast when i land my bags go missing despite them supposed to be transferred through and waiting with air nz for loading fortunately a kind soul from air nz actually assisted me with this but arguably it shouldnt happen lastly while the cabin crew on the flight were very nice i got no hot meal a minor thing by this point but missing bags cancelled flights no meal and an appalling response for a 1200 dollar ticket has confirmed what a few travelling kiwi friends had warned air nz is really starting to slip and its embarrassing,Positive,Negative,Negative,2023,melbourne,AU,christchurch,NZ,,False
2023-01-09,Disappointed by inconvenience,3,,Couple Leisure,Economy Class,Hokitika to Queenstown via Christchurch,January 2023,3.0,1.0,2.0,1.0,2.0,1.0,False,2.0,True,disappointed by inconvenience as tourists and having travelled lot of other places in new zelaand and the whole of australia cant help hut compare them with other airlines we found the staff to be rude on two accounts while we were waiting in the line she preferred to assist the one behind us giving them priority as a tourist from another country you always feel unwelcomed by such acts and suspects about differential treatment becomes evident in general people in nz and aus are awesome and very welcoming but this incident really shook my opinion about air new zealand and its hospitality when we put our bags she charges nzd 20 for an additional 300 gms which was actually balances by lower weight of the other bag but the disappointment cane from she not being helpful in finding a solution i would say air new zealand does not depict the true hospitality and warmth of kiwis as in general kiwis are great people disappointed by inconvenience we did not complain but paid additional charges as a tourist would do in another country for peaceful trip further,Positive,Negative,Negative,2023,hokitika,,queenstown,NZ,Christchurch,False
2023-01-07,a very disappointing experience,5,,Solo Leisure,Economy Class,Auckland to Tokyo,January 2023,3.0,3.0,2.0,1.0,-1.0,3.0,False,2.0,True,a very disappointing experience i booked the ticket with air new zealand using my miles with air canada it was a direct flight from auckland to tokyo overall it was a very disappointing experience the ground staff i encountered was unfriendly and unhelpful to say the least the ground staff member did not listen to my answers so i had to repeat my final destination three times then she kept asking me for the japanese resident card although i told her twice that i was a japanese citizen travelling with a japanese passport which she was already holding i asked for an aisle seat and she never responded to my request i was assigned seat 63k a window seat in the last row of the plane that caused inconvenience not just for me but for the family who was sitting next to me and travelling with young children as i was at the airport three hours before the departure and there was no online checkin i find it difficult to believe that there were no aisle seats available at the time of my checkin i understand the planes can be full and not all customers requests can be met but that should be communicated i still do not know whether the staff member who assisted with my checkin did not hear my request was not able to fulfil it or simply chose to ignore it i travel often and i have been through many airports and checkin counters i rarely encountered staff that was as unfriendly and unhelpful as the staff that i encountered at the air new zealand encounter on january 6 2023 inflight service also needs improvement the meals were basic and repetitive fudge brownie was served three times during the 10hour flight there was no amenity kit that is standard on most international flights the movie selection was also poor in addition the crew did not seem to pay attention to the passengers when drinks were served between the meals which happened rarely the crew seemed to notice only the passengers seating in the aisle seats my general impression was that they did not seem to recognise that they were there to serve the customers compared to asian airlines like ana or korean air air new zealand service leaves a lot to be desired considerable improvements are needed if air new zealand is to compete on the global stage i would think twice before booking the ticket with them again,Negative,Negative,Neutral,2023,auckland,NZ,tokyo,JP,,False
2022-12-26,literally impossible to contact ANZ,3,,Solo Leisure,Economy Class,Auckland to Seoul,December 2022,4.0,3.0,4.0,4.0,3.0,3.0,False,3.0,False,literally impossible to contact anz i missed my return flight to nz from seoul to auckland due to bad weather of my other flight not connected in germany i tried in every ways to contact air nz and put my every effort however there is literally impossible to contact air nz when you are in trouble i waited phone on line it took hours but no response i emailed no response even after more than a week in contrast i wanted to contact customer care of other airline eg qantas for my need and was easily accessible and they responded to my needs regarding in flight service on my way to seoul i requested a cabin crew to give me two glasses of water i was surprised to see that he brought water holding the glasses putting his fingers soaking into the water and served it in a disrespected manner i had ever seen i must say other cabin crew were helpful and respectful except that guy i dont think air nz customer care is up to the standard and meets customer needs i believe others have similar experience which is not good to build customer loyalty and to be competitive in the market,Negative,Positive,Negative,2022,auckland,NZ,seoul,KR,,False
2022-12-22,needs better trained staff,1,,Solo Leisure,Economy Class,Hawaii to Melbourne,December 2022,1.0,1.0,1.0,1.0,-1.0,1.0,False,-1.0,False,needs better trained staff the worst airline in the whole world majority of the staff i work with are unprofessional under trained and rude as hell they dont even bother helping you when you need it and i had this problem on the way to hawaii and on the way back home prior to my flight back home i paid 120 to check in an extra bag got to the airport checked in only at the gate they told me that one of my bags wasnt loaded onto the plane as i never paid for it i showed them proof of payment and then only they loaded it why wasnt this done at check in oh i know why i was attended by a new employee who kept giving me death stares and talked as soft as a mouse half my time wasted was me asking him to repeat himself he also made me pay double money for my visa as he gave me the wrong information the first time seriously this airline needs better trained staff,Negative,Negative,Negative,2022,hawaii,,melbourne,AU,,False
2022-12-22,frustrating experience of lost bags,1,,Family Leisure,Economy Class,San Francisco to Auckland,December 2022,1.0,1.0,1.0,1.0,1.0,1.0,False,1.0,False,frustrating experience of lost bags our family has traveled with air new zealand for decades making many trips each year between the us and nz it has in the past been our preferred airline but dear god what a complete debacle this last trip has been from trying to make simple flight changes that took four phone calls and over 8 hours on hold to execute to the latest extremely frustrating experience of lost bags that didnt make the flight 48 hours later we are spending over 412 hours on hold to try locate no representative has picked up yet seriously poor job air new zealand with ridiculously expensive fares charged to boot service is worse than a thirdworld nation will we get our bag for christmas we hold zero hope we will receive any service or resolution,Negative,Negative,Negative,2022,san francisco,US,auckland,NZ,,False
2022-12-19,a budget airline experience,1,A320 neo,Solo Leisure,Economy Class,Wellington to Sydney,December 2022,2.0,3.0,1.0,2.0,5.0,1.0,False,5.0,True,a budget airline experience unfortunately my experience was exactly as ive come to expect from our national carrier air new zealand are operating a budget airline experience at full service prices the seats on their new a320 neos are some of the poorest ive experienced in a full service carrier the design of the seat backs feature a hard plastic curved back meaning anything you intend to store in the seat back pocket forget about it tablets and laptops will bend or snap if you attempt to store them here the seats also offer only a half seat that doesnt come to the back of your knees even for very short people the portion size for meals are smaller than the size of an iphone 14 pro max not an exaggeration and meal choices were limited after the first 9 rows as they had run out the cabin was not adequately cleaned as there was food on my armrest and rubbish chewing gum in the seat pocket in front of me to top it all off air new zealand damaged my luggage for the second time this year,Positive,Negative,Negative,2022,wellington,NZ,sydney,AU,,False
2022-12-19,constant rescheduling and cancellations,1,,Family Leisure,Economy Class,New Plymouth to Christchurch,November 2022,2.0,5.0,3.0,3.0,1.0,1.0,False,3.0,True,constant rescheduling and cancellations i have been very loyal to air new zealand for decades even though most of my flights would have issuesdelays but these delays and rescheduling have been beyond of the joke now and i will be making a point of flying with a different airline from now on and i recommend if you want quality service that you dont fly with air new zealand anymore the problem with air new zealand is their attitude with their constant rescheduling and cancellations they dont care if i ran my business like air new zealand does i would be out of business as they dont care about the customer and the upheaval they create on each flight prime example is my last flight and almost every flight i finally get 3 days away from work to fly away and again a last minute cancellation which i had to rebook and we loss 1 day of our 3 day holiday this doesnt sound like a big deal but since lock downs this was our first weekend off and since i work 7 days a week this was a holiday i was really looking forward to it then on the way home another rescheduling by air new zealand if you ring up to complain expect over 1 hour i gave up after 1 12hrs on hold i love supporting kiwi companies but enough is enough and i recommend if you can book with another airline unless you enjoy long waits in airports losing room bookings last minute scrambling to reschedule flights car rentals and appointments it is no longer worth the stress and effort i am sure other airlines would give a damn about their customers as i know air new zealand doesnt,Positive,Positive,Negative,2022,new plymouth,NZ,christchurch,NZ,,True
2022-12-18,flight cancelled without notice,4,,Couple Leisure,Economy Class,Albuquerque to Tauranga,December 2022,3.0,4.0,4.0,3.0,-1.0,1.0,False,4.0,True,flight cancelled without notice original flight cancelled without notice cant manage booking online and four hour hold on telephone i have flown with them several times in the past but wont do so again,Positive,Negative,Neutral,2022,albuquerque,US,tauranga,NZ,,False
2022-12-16,Staff didn't seem to care,1,,Couple Leisure,Economy Class,Auckland to Brisbane,November 2022,1.0,3.0,1.0,1.0,4.0,1.0,False,2.0,False,staff didnt seem to care staff didnt seem to care the plane was dirty everything is self serve no one to help i was served a mince and cheese pie as a meal seriously this is no longer my national airline im more ashamed of them using the name of new zealand staff still seem to have that elite mantra that they no longer deserve,Negative,Negative,Negative,2022,auckland,NZ,brisbane,AU,,False
2022-12-14,Very disappointed with Air New Zealand,5,Boeing 777-300,Solo Leisure,Business Class,Auckland to Singapore,December 2022,3.0,3.0,2.0,4.0,3.0,2.0,False,2.0,True,very disappointed with air new zealand very disappointed with air new zealand ill avoid flying with air new zealand if i can in the future on both occasions this year it has departed late 45mins when flying to us and 0ne hour this time flying to asia which made me miss a connection in the us and recently bags did not arrive at final destination due to late arrival for connecting flight barely had 30mins to run to connecting terminal also running out of food in biz class is a first on the occasion ive flown biz class with other airlines ive never experienced this portions were very small and im a small eater barely had any service for snacks in between meals so was quite hungry service wasnt impressive by comparison to other airlines i think air new zealand can do better and spend on improving service plus departing on time rather than fancy adverts,Negative,Negative,Neutral,2022,auckland,NZ,singapore,SG,,False
2022-12-10,cancel and reschedule,1,,Couple Leisure,Economy Class,Brisbane to Auckland,November 2022,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,False,-1.0,False,cancel and reschedule air new zealand cancel and reschedule flights without informing customers i booked a flight brisbane to dunedin via christchurch to arrive one day before embarking an antarctic cruise i made the reservation several months ago but only today found out the brisbane to christchurch first leg of the trip had been rescheduled to two hours later meaning it didnt arrive in christchurch until after the departure time of my second leg to dunedin air new zealand didnt bother to reschedule the second leg or to inform me of the change i have spent all day on the phone to air nz who tell me it is not compact policy to inform customers of changes to their reservations with flights now booked up for next week i am having to fly on sunday in order to arrive in dunedin in time for my afternoon cruise departure two extra nights hotel and sustenance and not so much as an apology from air nz if you are mad enough to make a reservation with these folks make sure you check your reservation on a daily basis they could change it anytime they like and you would not be informed,Positive,Positive,Negative,2022,brisbane,AU,auckland,NZ,,False
2022-12-08,be careful with the workers at Nukualofa,2,,Couple Leisure,Economy Class,Nukualofa to Auckland,November 2022,1.0,1.0,1.0,1.0,1.0,1.0,False,1.0,True,be careful with the workers at nukualofa you have to be careful with the workers at nukualofa airport it seems that they are either ignorant about how to proceed with the boarding or they want to take your money leaving you on the ground and forcing you to buy another ticket without any reason that they can explain the next day they let us fly without any problem with the same spanish passports and the same authorisation to enter new zealand,Positive,Positive,Negative,2022,nukualofa,,auckland,NZ,,False
2022-12-08,very stressful situation,1,,Couple Leisure,Economy Class,Singapore to Auckland,December 2022,1.0,1.0,1.0,1.0,1.0,1.0,False,1.0,True,very stressful situation air new zealand delayed their flight by 10 hours because staff resting requirements they sent us an update 12 hours before the flight we were in singapore so checked out and went to an airport to talk to someone as we would miss all connecting flights and picking up our fur baby on time where she couldnt stay another night there was no onefrom air nz at singapore airport the info center said use their help line the wait time was 4 hours by the time we rang them we had 15 hours left before the flight we could have re booked by the time they picked up it was 4 hours later very stressful situation we were stuck in an international airport with no one to talk to except stay on gold 4 hours hoping someone would pick up you should be ashamed,Positive,Negative,Negative,2022,singapore,SG,auckland,NZ,,False
2022-12-04,an average experience all round,3,A320 Neo,Business,Economy Class,Auckland to Hobart,December 2022,2.0,2.0,2.0,1.0,5.0,2.0,False,3.0,True,an average experience all round air nz have been disappointing for some time now i am one of their premium customers and where possible try not to fly air nz unfortunately they are our national carrier and key option when travelling nz and overseas the service consistency of service and lack of quality business class is disappointing hope they get their act together but glad plenty of competition on usa routes has come air nz is overpriced and an average experience all round,Negative,Positive,Negative,2022,auckland,NZ,hobart,AU,,False
2022-12-04,the food was outstanding,10,A320,Family Leisure,Economy Class,Melbourne to Wellington,December 2022,5.0,5.0,5.0,5.0,-1.0,5.0,True,4.0,False,the food was outstanding service was typically kiwi which was extremely friendly and never fails to deliver every staff interaction was great and the food was outstanding the only problem that the free wifi wasnt working but has worked well in the past so i think this was an outlier but did not detract from the flight,Positive,Positive,Positive,2022,melbourne,AU,wellington,NZ,,False
2022-12-02,Air NZ was a huge let down,2,,Couple Leisure,Economy Class,Auckland to Hong Kong,December 2022,3.0,1.0,3.0,1.0,1.0,1.0,False,4.0,False,air nz was a huge let down after 3 years of covid i finally took a trip overseas unfortunately air nz was a huge let down and ill probably avoid flying with them again heres why check in for 300 passengers was run by 3 staff so our flight boarding was over an hour late flight delayed 15h on flight service was below average took 25h for the first meal to arrive no service inbetween meals and staff were standoffish even though i was extremely polite and patient second drinks and snacks were unavailable to be ordered the air hostess told us that the attendants were busy due to turbulence we experienced no turbulence through the entire flight another air hostess told us we could order food through the screen but this option told us that the kitchen was unavailable through the entire 9 hour flight the meal portions were smaller than i remember considering the increased prices of tickets this was quite disappointing id rather try a different airline than ever fly here again sorry nz youve lost a kiwi for life,Positive,Negative,Negative,2022,auckland,NZ,hong kong,HK,,False
2022-11-30,What has happened to Air New Zealand,3,A321 NEO,Solo Leisure,Economy Class,Sydney to Auckland,November 2022,2.0,2.0,1.0,4.0,-1.0,1.0,False,2.0,False,what has happened to air new zealand on 8th november i travelled sydney to auckland flight nz102 having paid more for the works meaning i would receive a meal it was appalling please bear in mind that this class of ticket is considerably more than just economy there were three choices all rather pathetic and chose what i considered to be the best of the three salmon with pasta and courgette sounds fine but what was served was a small hand palm size portion of pasta with a few peas and sweet corn scattered through the minuscule amount of sauce it was dry and unpalatable on this all economy flight the toilet at the front of the cabin next to the flight deck is extremely small and the seat only just reclined slightly my return flight on nz 107 22nd november auckland to sydney was quite delayed not the airlines fault but no food or beverage voucher offered this time i was also the works thought it could not possibly be as bad as the previous flight i was wrong this time decided to choose meat pie atrocious soggy pie complete with gristle in a paper wrapping and impossible to eat with the wooden cutlery as it was not served in a container i read the packet and was shocked to see that they are pre frozen thank goodness for the kapiti ice cream what has happened to air new zealand that they are cutting corners so much across the tasman i have been doing this journey for many years and it used to be a pleasure and something to look forward to why oh why is the airline jeopardising its good name,Negative,Positive,Negative,2022,sydney,AU,auckland,NZ,,False
2022-11-28,Very disappointed,1,,Couple Leisure,Economy Class,Auckland to Nadi,November 2022,2.0,1.0,1.0,2.0,1.0,1.0,False,2.0,False,very disappointed we had all boarded and then it was announced that there will be a 30 mins delay surely the staff would have been aware of this delay and not board passengers till issues resolved but ok things happen no big deal then the food options were announced absolutely disgusted with the food choices our flight was at 930am so obviously breakfast service 2 choices were muesli with yogurt or egg sausage fritter no fruit salad no bread roll nothing since we dont eat pork or beef we ended up not eating anything at all and the drinks were only served once i have flown with this airline numerous times and drinks have always been served twice so after delay flight we arrived at our destination starving prices of fares have gone up while the rest of services provided have gone very down very disappointed and will most definitely will only be using this airline as a last resort if ever again,Negative,Negative,Negative,2022,auckland,NZ,nadi,FJ,,False
2022-11-28,seat assignments should not have changed,1,,Family Leisure,Economy Class,Queenstown to Auckland,November 2022,1.0,1.0,1.0,1.0,1.0,1.0,False,1.0,False,seat assignments should not have changed will never fly again first our original flight got canceled the night before due to emergency repair we then got rescheduled to a later flight which wasnt the worst but what was unacceptable is that we had assigned seats on row 16 but somehow got put in row 29 which was the last row of the plane how does that happen if our original flight got canceled then assumed those other passengers from original flight would gave also been rescheduled to this flight and seat assignments should not have changed so much where we got put in the worst seats that dont recline and right next to the toilet,Negative,Negative,Negative,2022,queenstown,NZ,auckland,NZ,,True
2022-11-24,completely ignored its customers,1,,Family Leisure,Economy Class,Wellington to Auckland,November 2022,1.0,1.0,-1.0,1.0,-1.0,1.0,False,-1.0,True,completely ignored its customers never before flown with an airline that completely ignored its customers despite severe delays that caused us to miss our flight to los angeles the staff on the flight showed no desire to try to help us they were rude and arrogant when we talked to them the staff at the information desk did give us a hotel room but not once did they apologize for the delay and the day we now miss at the destination will never recommend anyone to fly with air new zealand,Positive,Negative,Negative,2022,wellington,NZ,auckland,NZ,,True
2022-11-22,you may not receive a refund or hear anything,3,A320,Business,Economy Class,Wellington to Christchurch,November 2022,3.0,4.0,3.0,5.0,-1.0,3.0,True,-1.0,False,you may not receive a refund or hear anything my recent flights with air new zealand for work and personal have been relatively easy service was good only slightly delayed the fares however vary enormously my advice is to book well ahead however this complaint is about a flight i did not take from christchurch to wellington on july 17 for work it was canceled at the last minute because of covid because my meeting was scheduled for that morning i could not take a later flight the service person at the airport was very helpful i later tried to claim a refund online for my seat reservations and advised of the cancelation the booking was done through my work which has also been trying to get in touch to claim the refund now i completely understand that air new zealand has been facing ongoing severe problems because of the pandemic but it would be good to get a refund or even to be able to contact the airline wait times for the call centre apparently are up to five hours i emailed them and received a reply one month after the cancelation to apologize for the delay since then neither myself or my workplace have heard anything a warning to passengers if your flight gets canceled through no fault of your own you may not receive a refund or hear anything this is deplorable air new zealand customer for 50 years,Positive,Positive,Negative,2022,wellington,NZ,christchurch,NZ,,True
2022-11-15,not expecting this from Air NZ,1,Boeing 787-9,Business,Economy Class,Auckland to Singapore,November 2022,3.0,1.0,1.0,4.0,1.0,2.0,False,3.0,True,not expecting this from air nz going from auckland i was on premium economy no complaints about that every thing was very good on my return i was sitting in economy and i was hoping will be very good service specially when you fly long haul flight but everything is was opposite food very ordinary after serving special food al most after 30 minutes later they come with drinks we have received 2 meals so in my first meal i ate my food couldnt wait for drinks but in breakfast i though i wait for drinks then start my breakfast by the time i have received the drinks including tea all my meals were cold secondly they are very slow in serving meals the earphones are very cheap overall i was not expecting this from air nz hopefully they will read the review and try to maintain their quality of service in future,Positive,Positive,Negative,2022,auckland,NZ,singapore,SG,,False
2022-11-07,bumped to Economy with United,3,,Business,Business Class,Brisbane to San Francisco,November 2022,3.0,3.0,-1.0,1.0,-1.0,1.0,False,-1.0,False,bumped to economy with united in may 22 i booked very deliberately a direct flight auckland to san francisco 3 days before the flight i was informed the direct flight was not happening my choice to fly the same day was via lax although i paid a business class flight i would be bumped to economy with united for the lax sfo flight so no big deal you say but take into consideration one of the busiest hubs in the world customs security pick up bags drop bags off travel by bus to the other terminal wait 3 hours in transit its not the premium and easy trip i paid for same issue on return it was no small thing at 69 to pay extra to avoid these issues have a comfortable flight minimise time spent in transit and definitely avoid lax and a last minute change making it too costly and difficult to make alternative plans,Positive,Positive,Negative,2022,brisbane,AU,san francisco,US,,False
2022-11-04,doing us a favour by showing up,2,,Family Leisure,Economy Class,Melbourne to Auckland,November 2022,1.0,1.0,1.0,1.0,1.0,1.0,False,1.0,False,doing us a favour by showing up boarding was due to start 810 flight time 840 the captain strolled in to airport gate around 850 unapologetic and acting like doing us a favour by showing up,Negative,Positive,Negative,2022,melbourne,AU,auckland,NZ,,False
2022-11-02,interest in passengers non existent,1,Boeing 777-300R,Couple Leisure,Premium Economy,Auckland to Singapore,November 2022,3.0,1.0,2.0,1.0,1.0,1.0,False,2.0,False,interest in passengers non existent personal interest in passengers non existent gone from being best airline to the absolute worst not sure why we even book codee share through this airline would not honour vouchers into the lounge even though we had booked and paid through the air nz website and premium economy flight was code share with singapore airlines but even though it was all booked and paid to air nz they didnt want to know,Negative,Positive,Negative,2022,auckland,NZ,singapore,SG,,False
2022-10-11,Do NOT ignore your customers,2,,Family Leisure,Economy Class,Singapore to Christchurch,December 2021,1.0,1.0,-1.0,1.0,-1.0,1.0,False,-1.0,False,do not ignore your customers i am appalled by their lack of customer service i purchased an air new zealand flight through edreams back in may 2021 the flight unfortunately had to be cancelled due to border entry restrictions due to the covid outbreak i have from july last year to present day been fighting to get my money back all 1900 euros of it i contacted edreams they tell me they are waiting for the refund from air nz i contact air nz they tell me edreams holds my money i now have an email proof from edreams to say that they are still awaiting a refund from air nz which i have now sent to the customer service department but i doubt i will get any answers because they blatantly ignore all emails i send if you are selling your flights through a scam company then you are just as much responsible for fighting our case because the flight your companies flight was booked in good faith and the matter of the refund needs to be sorted do not ignore your customers,Negative,Negative,Negative,2022,singapore,SG,christchurch,NZ,,False
